"","C_defl_rate","C_deflator","C_n","C_real","C_share","cpi","deflator_gdp","G_n","G_share","gdp_n","gdp_real","I_deflator","i_n","I_n","I_real","I_share","infl_cpi","infl_gdp_deflator","NX_n","NX_share","profitShare","R_n","R_real","W_n","W_real","wageShare","interest_real"
"1",NA,24.6965506,25.9487,105.070138823355,0.575899346837499,24.4889035,22.3009649,2.95766,0.0656416106459052,45.0577,202.043724126035,32.4675361,3.0925,14.3857,44.3079510428264,0.319272843487351,1.44,NA,0.8278,0.0183719985707215,0.564840193795955,25.4504,114.122416290606,20.1594,90.3969854685525,0.447412983796332,1.6525
"2",0.028935773764744,25.4216038,28.4956,112.092062421333,0.562172015688007,24.9408212,23.1539078,3.62765,0.0715676565052359,50.6884,218.919417136143,34.8940961,2.9558333333,17.8618,51.1886020741486,0.352384371966762,1.82857701498369,3.75336231539758,-0.6762,-0.0133403303319892,0.556691471816037,28.2178,121.870572534628,22.848,98.6788070392161,0.450754018670939,1.12725631831631
"3",0.0464681460937411,26.630775,31.8005,119.41259689213,0.565738490604975,26.0172653,24.4485247,4.21389,0.0749661095949874,56.2106,229.914077392163,37.1208965,3.1241666667,20.8569,56.1864124159825,0.371049232706998,4.22545009031721,5.44063048898131,-1.1671,-0.0207629877638737,0.548490854038206,30.831,126.105768664234,25.6304,104.834137497057,0.455970937865812,-1.10128342361721
"4",0.0351896437872594,27.5845862,34.5369,125.203618243873,0.558748252743839,26.9123146,25.6149749,4.82217,0.0780145022261338,61.8112,241.308844694593,39.5683163,3.2466666667,23.8753,60.3394388049814,0.386261713087596,3.38236060368087,4.66072628640131,-1.0732,-0.0173625491820253,0.537130811244564,33.2007,129.614415511295,28.616,111.715900998209,0.462958169393249,-0.135693936980867
"5",0.0441147308868501,28.8287132,37.6969,130.761646343618,0.550199226446763,27.7413638,27.0157214,5.30263,0.0773937094066993,68.515,253.611587806795,41.2919664,3.9708333333,27.0799,65.5815219301351,0.395240458293804,3.03406036661253,5.32418331265387,-1.206,-0.0176019849667956,0.536101583594833,36.731,135.961573841223,31.8048,117.727006172043,0.46420199956214,0.936772966687466
"6",0.0392383627353849,29.9823909,40.5559,135.265730259023,0.552682539271546,28.6885867,28.0736056,5.70815,0.0777888010509661,73.3801,261.384665174608,42.4001323,3.9458333333,27.1031,63.9222062050028,0.369352181313462,3.35747903725601,3.84108618049406,0.7619,0.0103829239807523,0.529755342388468,38.8735,138.469922794669,34.5247,122.979215751325,0.470491318490981,0.588354296043994
"7",0.0455356160165263,31.3792189,43.7271,139.350504992972,0.554913844958997,30.0587477,29.4372516,6.08722,0.0772491808354843,78.7998,267.687354345268,43.8383021,4.1641666667,27.786,63.3829292398622,0.352615108160173,4.66543557303858,4.74311010969024,1.7548,0.0222690920535331,0.536369381648177,42.2658,143.579300725208,36.7861,124.964451504705,0.466829865050419,-0.501268906338579
"8",0.0428378912600116,32.7526458,46.9818,143.44428931601,0.553885004297219,31.2626596,30.7639731,6.46629,0.0762333725918774,84.8223,275.719588377874,44.866623,4.6033333333,28.4377,63.3827511377444,0.335262071412824,3.92706779049239,4.40833672713032,2.2706,0.0267689039321028,0.532251542342049,45.1468,146.752176168039,39.9488,129.855789010555,0.470970487713726,0.676265542807611
"9",0.0240975778219421,33.5514917,50.0582,149.198135354441,0.552679809569234,32.0116573,31.6785857,6.96879,0.0769406317072524,90.5736,285.914279310771,45.5696907,4.3725,29.7878,65.3675711694045,0.328879496895343,2.3675725738364,2.92966218458246,3.6804,0.0406343570311879,0.534026471289647,48.3687,152.685793671654,42.6479,134.626906655116,0.470864578641017,2.0049274261636
"10",0.0276287946489879,34.4914035,54.2492,157.283248853588,0.55277640501531,32.808439,32.5022489,7.652,0.0779706438284279,98.1395,301.946798518302,47.0031574,4.9,32.5812,69.3170454970329,0.331988648811131,2.45856417959391,2.56683612231701,3.6935,0.0376352029509015,0.533624075932728,52.3696,161.126081340175,45.9409,141.346834618573,0.468118341748226,2.44143582040609
"11",0.0387929694162672,35.8557193,59.4378,165.769370020699,0.543722127949578,33.9947878,34.0394167,8.4939,0.0777000727246116,109.3165,321.146807430458,51.4769299,5.7158333333,38.7265,75.2307879961583,0.354260335813898,3.5521443981569,4.62098839709038,0.388,0.00354932695430242,0.526280113249144,57.5311,169.013178184102,51.6933,151.863060567662,0.472877378986704,2.1636889351431
"12",0.0671591221531749,38.3464598,66.5931,173.661663546839,0.536249296401845,36.2293404,37.1544139,10.04441,0.0808838722821382,124.1831,334.235120312314,56.5655583,5.2658333333,46.7496,82.6467578593669,0.376457021929715,6.36620859700341,8.75634091909885,0.3062,0.00246571393369951,0.515210201710217,63.9804,172.201343754746,60.103,161.765436972752,0.48398695152561,-1.10037526370341
"13",0.0733880394397595,41.2664677,75.5608,183.104598506744,0.536960407050906,38.642217,40.7962723,11.35352,0.0806819239693148,140.7195,344.932250096782,61.9583328,4.9633333333,53.7562,86.7618568329198,0.382009600659468,6.44760846402388,9.35081350133196,1.3703,0.0097378117460622,0.510965431230213,71.9028,176.24845591591,68.3148,167.453534719151,0.485467898905269,-1.48427513072388
"14",0.0864975108825057,44.9948375,84.6619,188.15914159041,0.539881185441773,42.0252157,44.1172446,13.06487,0.0833134798916946,156.8158,355.452389245542,66.4167269,5.5941666667,59.2963,89.2791662095592,0.378127076480814,8.39244284658505,7.82600279925467,1.2323,0.00785826428204301,0.497949823933558,78.0864,176.99745464158,77.8813,176.532557067265,0.496641920010611,-2.79827617988505
"15",0.0952877921369035,49.4932132,92.6733,187.244460418262,0.544730433576348,46.1299927,47.1757161,14.66894,0.0862235190319697,170.1269,360.623884626099,70.5934797,7.1291666667,60.3438,85.4806991473463,0.354698757221815,9.31935273806497,6.70285307571121,-0.3648,-0.00214428170971199,0.487546061204901,82.9447,175.820754525865,86.5881,183.543795745371,0.50896183966204,-2.19018607136497
"16",0.0641599288958545,52.7727776,95.9256,181.77098944286,0.567648750559213,49.2191315,50.5407633,15.80383,0.0935206488523418,168.9876,334.359018277826,70.6980179,6.4358333333,52.2276,73.8742068750417,0.309061729973087,6.481906021979,6.89009339451587,8.6116,0.0509599520911594,0.46435714809844,78.4706,155.262000168486,88.7348,175.570755576618,0.525096515957384,-0.0460726886790006
"17",0.0221766016785194,53.9561718,99.1225,183.709289768404,0.579108340538898,50.0634741,51.9204496,16.7019,0.0975783459138604,171.164,329.665866375703,68.6124333,4.9825,45.3606,66.1113413682123,0.265012502629058,1.70092827761041,2.69325270996572,9.6444,0.0563459605991914,0.46835432684443,80.1654,154.400434929978,89.287,171.968849822903,0.521645906849571,3.28157172238959
"18",0.0114087037664121,54.5752666,103.2977,189.275667230547,0.587647299094673,50.7122963,52.0544003,16.88508,0.096057043448184,175.7818,337.688646852013,69.8409527,4.045,46.9203,67.1816437005734,0.266923538159241,1.28767294461625,0.25765995187399,9.047,0.0514672167425752,0.469269856151206,82.4891,158.467102732139,91.3816,175.550192631842,0.519858142310524,2.75732705538375
"19",0.00606330297907309,54.9071782,106.2331,193.477617103259,0.580897595384889,51.2340208,53.9350111,17.43472,0.0953355114762614,182.8775,339.070107283245,70.7331483,3.3266666667,50.4197,71.2815719528774,0.275702040983719,1.02353683705005,3.54904922774542,8.3264,0.0455299312381239,0.459726319530833,84.0736,155.879452484251,96.0659,178.114174894459,0.525301909748329,2.30312982964995
"20",0.0429133973376974,57.3147202,112.3042,195.943031054001,0.587485509581462,53.1028535,55.0074394,18.33727,0.0959258906637763,191.1608,347.518084981065,71.6431199,3.4525,53.6709,74.9142416953843,0.28076310624354,3.58268848999561,1.96886142729453,1.953,0.0102165297487769,0.454833836225837,86.9464,158.062983749794,101.1826,183.943483106396,0.529306217592728,-0.130188489995611
"21",0.0441755232759746,59.9033848,120.4603,201.090974077979,0.586551992450706,55.2389162,56.4963016,19.37833,0.0943580422086554,205.3702,363.510874488818,76.3248161,4.7625,62.85,82.345432601704,0.306032715554642,3.94370434741229,2.67067396992227,-4.6036,-0.0224161051603397,0.451671664146015,92.7599,164.187561615538,109.0557,193.031573592421,0.531020079836315,0.818795652587709
"22",0.0578929950432698,63.4737228,128.8691,203.027480215797,0.584516442729734,58.8240929,59.6946186,21.1529,0.0959440072245231,220.4713,369.331951808467,81.6352675,5.57,68.1359,83.463804415169,0.309046574316022,6.2883805672115,5.50666980293011,1.1345,0.00514579448662933,0.447490897908254,98.6589,165.272686740979,118.1475,197.919850684832,0.535886076781876,-0.718380567211504
"23",0.0563876832138694,67.1556923,136.6882,203.539261257828,0.585206734525683,62.1506553,64.0810037,22.97607,0.0983680441832836,233.5725,364.495695313212,85.6135868,4.5983333333,68.5055,80.0170890632514,0.293294373267401,5.50098475666294,7.09060902387728,1.3029,0.00557813954981858,0.429287694398955,100.2698,156.473516659353,126.7698,197.827425727416,0.542742831454902,-0.902651423362941
"24",0.032009146548865,69.3400621,142.9104,206.100767250395,0.593903477968159,63.9839718,65.5977247,24.34344,0.101165861138932,240.629,366.825223131558,87.1855924,4.1741666667,72.2163,82.8305434557098,0.30011469939201,2.9071249622513,2.33930450264097,-2.4343,-0.01011640325979,0.421517356594592,101.4293,154.623198386635,132.3461,201.754101388825,0.550000623366261,1.2670417044487
"25",0.0305132987480379,71.4884669,149.7246,209.438817885742,0.582161942740541,65.8596343,68.063963,25.50265,0.0991598726530714,257.1872,377.861042266963,88.6326154,4.5529166667,76.5552,86.3736217807694,0.297663336278011,2.88931128761014,3.6906884514357,7.2112,0.0280387204339874,0.443807079045924,114.1415,167.697405453749,137.5364,202.069338807086,0.534771559393313,1.66360537908986
"26",0.0262977138649987,73.3933879,156.9971,213.911776649297,0.57573535047345,68.1221757,69.6095121,27.33313,0.100235285747867,272.6897,391.742007339827,91.8820526,4.7000833333,82.185,89.4461950668264,0.301386521016379,3.37770702640556,2.2453330693927,6.9385,0.0254446720943255,0.440852368094578,120.2159,172.700391617886,145.9524,209.673068517313,0.535232537202542,1.32237630689444
"27",0.0125985119060443,74.3238845,163.4416,219.904544951495,0.57110091342406,68.6333031,71.7218787,29.08726,0.101637286682235,286.1869,399.023150518783,92.5055068,4.2299166667,88.4315,95.5959305116741,0.308999119107129,0.74750903510985,2.98946172129702,2.3466,0.00819953673630764,0.429555301098688,122.9331,171.402509566443,155.1918,216.379998422992,0.542274296971664,3.48240763159015
"28",0.00755514248721667,74.8875386,169.6109,226.487481323094,0.570885755127965,69.6218436,73.2950864,30.04511,0.101127494225034,297.1013,405.34954605088,93.2080239,4.03275,92.7473,99.5057036071333,0.312173995872788,1.43004780685372,2.16977292207492,3.8469,0.0129481089446596,0.419569015685896,124.6545,170.072110045292,163.0794,222.497043130575,0.548901670911571,2.60270219314628
"29",0.0174022953994131,76.2021592,176.2721,231.321660502239,0.558883210748489,70.9254907,75.3401923,32.49165,0.103017083670735,315.4006,418.635246833582,96.5011368,4.1140833333,103.9921,107.762564720377,0.329714337892826,1.85515363179674,2.75201821503188,3.9743,0.0126008003789466,0.421893934253771,133.0656,176.619671303918,173.3486,230.087811973902,0.549614046390527,2.25892970150326
"30",0.0309347054158193,78.5962905,186.406,237.168953921559,0.547543871862409,73.1633813,77.945801,36.51551,0.10725965756698,340.4403,436.765413444144,101.1030851,5.12325,114.0634,112.818911398382,0.335046702755226,3.10651410863318,3.39999714992185,4.0949,0.012028246949612,0.430505436636027,146.5614,188.029885022286,186.0417,238.680849530304,0.546473787034026,2.01673589136681
"31",0.0515331619897346,82.7527847,199.3592,240.909355162763,0.539977919754885,77.1171005,81.5341329,40.1503,0.108749811754534,369.1988,452.815019757204,103.0657919,6.3840833333,121.6552,118.036448134058,0.329511363525559,5.26300120111847,4.50080149710912,0.7664,0.0020758464003675,0.430018732455252,158.7624,194.718940832693,202.949,248.912931040688,0.549701136623413,1.12108213218153
"32",0.051401795846548,87.1176463,213.6953,245.295079786838,0.554181870048365,81.6358516,85.9443986,44.1883,0.114594727765459,385.605,448.667983348946,105.280455,6.2164166667,121.7719,115.664298753268,0.315794401006211,5.69434709793439,5.26788180973012,5.4346,0.0140936969178304,0.419139793311809,161.6224,188.054605806503,217.8987,253.534498524026,0.565082662309877,0.522069568765606
"33",0.0374491991558301,90.4419909,222.8902,246.445481553414,0.566249391871207,84.9315155,87.7704029,46.56061,0.118286569340655,393.6255,448.471793445533,104.0825193,6.4300833333,111.5498,107.174385045847,0.283390684800654,3.95767084158232,2.10237877429975,10.1626,0.025817941164889,0.414820686159814,163.284,186.035377080398,224.8778,256.211425001901,0.571298861481281,2.47241249171768
"34",0.025345253321488,92.7635622,227.7623,245.529919936602,0.566209215871796,87.7279891,89.8084528,47.62707,0.118399252022706,402.2582,447.906836671392,102.9489521,4.6218333333,106.7798,103.721114029678,0.265450896961205,3.23957626743852,2.29547530539929,15.9178,0.0395711013473436,0.419915864984232,168.9146,188.083186753218,227.597,253.42492037676,0.565798285777642,1.38225706586148
"35",-0.00142759915410107,92.6312275,230.2108,248.523965635671,0.558505565506451,88.4755342,90.8721334,48.87306,0.11856905068455,412.1907,453.594170817607,102.1006508,5.1178333333,110.4227,108.150828750643,0.267892264430032,0.848506966309159,1.17742908727587,16.3798,0.03973840263742,0.430244059363785,177.3426,195.156197356317,228.9445,251.941372381162,0.555433443791915,4.26932636699084
"36",0.0121006617504111,93.7589359,235.0701,250.717542539857,0.563408809996829,90.0679415,91.5425498,49.26713,0.118081946982024,417.2283,455.775266159344,99.2350123,4.77825,111.5121,112.371729912105,0.267268783061935,1.78382270108406,0.735049840042112,15.8015,0.0378725508312835,0.417966854117997,174.3876,190.498954181414,234.36,256.012095481308,0.561706864083764,2.99442729891594
"37",0.00770449560452935,94.4840911,240.4206,254.456170558432,0.571928201090234,90.7989636,91.7988884,50.00632,0.118958294924572,420.3685,457.923300953609,96.9890943,4.38375,107.6239,110.964950004693,0.256022751466868,0.808358035724677,0.279629929326131,13.8852,0.0330310192129049,0.422958428141024,177.7984,193.682519580488,234.9259,255.913665290091,0.558857050421238,3.57539196427532
"38",0.00726072128955746,95.1726103,247.1155,259.649808091898,0.577607350276199,91.2713229,91.3614812,49.75653,0.116300828771316,427.8261,468.278419286398,95.0365302,3.67025,109.8599,115.59754945683,0.256786343797164,0.518876933595536,-0.477623005980643,19.3334,0.0451898563458377,0.425067802081266,181.8551,199.050078448159,237.73,260.208128061742,0.555669698506005,3.15137306640446
"39",-6.16845649492603e-05,95.1667398,252.881,265.724139054725,0.574788461271826,91.2876955,91.1885726,49.86577,0.113342913103139,439.9549,482.467141940985,94.3758641,3.0445833333,117.9967,125.028471130046,0.268201808867227,0.0179367748439851,-0.18943697699294,16.6028,0.0377375044578433,0.429189901055767,188.8242,207.07002491231,241.9182,265.294425718426,0.549870452630486,3.02664655845601
"40",0.00169599435973122,95.328279,258.7369,271.416732489212,0.578227207531838,92.02388,91.2284862,50.79632,0.113520005327781,447.4658,490.489120929861,94.7834202,3.0393333333,121.9525,128.664380060005,0.272540381857116,0.803210005562427,0.0437608202868311,16.7577,0.037450236420303,0.419571283436634,187.7438,205.795149980248,246.7219,270.443926318269,0.551375993427878,2.23612332773757
"41",0.0099612488757046,96.282613,267.2091,277.525808320138,0.56667324087034,93.458099,92.4758397,52.62335,0.111598909954617,471.54,509.906156602328,96.2310924,3.9250833333,129.7303,134.811209936966,0.275120456376978,1.54650882276908,1.35802209754612,23.2874,0.0493858421342834,0.422483140348645,199.2177,215.42675432446,256.6636,277.54665524816,0.544309284472155,2.37857451053092
"42",0.00378538858257116,96.6477708,274.5875,284.111571045154,0.567755479368923,94.3824186,93.3769103,53.9921,0.111637676943178,483.6369,517.940568440504,97.7704778,3.38175,129.9319,132.89481950348,0.268655886265089,0.984161534898575,0.96966836412502,21.1135,0.0436556846675678,0.409226839391287,197.9172,211.955181815434,271.2439,290.482838989373,0.56084202838948,2.39758846510142
"43",-0.00481531335336083,96.1835002,274.3247,285.209728726425,0.569047239736706,94.9890253,93.1439686,55.64568,0.115428981084357,482.0772,517.561370044523,97.206913,3.1989166667,130.5414,134.292300795521,0.270789408833274,0.64065496074468,-0.249775598828261,25.7305,0.0533742313471784,0.394837590327856,190.3422,204.352684195163,279.0036,299.540167971756,0.578752946623487,2.55826170595532
"44",0.0114472704680555,97.2908648,278.7878,286.550849941669,0.571747505416765,95.5953145,94.2428424,57.22011,0.117348948383584,487.6065,517.393668932889,96.7941844,2.65875,129.3623,133.646768968488,0.265300606123995,0.636244558064369,1.17285351165268,24.8969,0.0510594095853931,0.399689708812331,194.8913,206.79692487713,279.9885,297.092588540178,0.574209941828093,2.02250544193563
"45",0.00553358937548953,97.8307248,285.5569,291.888770714699,0.568537529040904,96.3628577,94.5223927,57.83544,0.115149093398176,502.2657,531.372181398451,97.2705377,2.7401666667,137.1781,141.027389427086,0.273118590419374,0.799702645342126,0.296188547876319,35.5749,0.0708288461664812,0.410148055103106,206.0033,217.941266736469,282.5273,298.899860582983,0.56250566184392,1.94046402135787
"46",0.010152712436347,98.8290312,292.2759,295.738910369891,0.561153602690073,97.4921862,95.396383,58.58633,0.112482521302268,520.8483,545.983279051576,97.4737152,2.0955,141.9989,145.679170747356,0.272630053702777,1.16513994504377,0.92038974718438,28.3715,0.0544717147008064,0.414329277833872,215.8027,226.216857718809,291.1363,305.185889490171,0.558965633563554,0.930360054956231
"47",0.0144070813442161,100.2631752,301.0312,300.241040042386,0.543650816583641,98.525125,97.4476502,59.48501,0.107427649562524,553.7216,568.224681522387,98.326716,2.5170833333,149.8385,152.388390557049,0.270602591627273,1.0539358539952,2.12746490950861,38.6122,0.0697321542089021,0.42599566280239,235.883,242.061249825806,302.429,310.350223303794,0.546175189842694,1.4631474793048
"48",0.0156601777142837,101.8456731,312.2917,306.632270664427,0.530129937061736,99.2466743,99.7640422,61.40865,0.104244088970492,589.0852,590.478480030954,100.1496929,2.92675,160.2739,160.034339955525,0.272072528727593,0.729681889975442,2.34925070126391,57.5758,0.0977376447413719,0.428441760207182,252.3887,252.985639348924,318.9109,319.665174914093,0.541366342254058,2.19706811002456
"49",0.018046356234926,103.7003007,322.7892,311.271228551028,0.525366462692443,101.6544395,101.2105479,64.94719,0.105706992278905,614.4077,607.058960501883,102.1927424,2.8968333333,164.2574,160.732940659395,0.267342678159795,2.39708027999646,1.43951598857575,58.2498,0.0948064290209905,0.424907272483727,261.0663,257.943767143662,334.575,330.57325243469,0.544548839475807,0.499753053303545
"50",-0.00605309876734594,103.0744885,325.8222,316.103630240183,0.540300288986237,101.1660083,101.67363,68.65373,0.113846233187865,603.0391,593.112589763934,101.7634602,2.2026666667,152.0554,149.420430183053,0.252148492527267,-0.481639942623691,0.456499771427765,37.6499,0.0624335967601438,0.404150410810841,243.7185,239.706696810176,342.2976,336.663105271249,0.567620905510107,2.68430660932369
"51",0.00307794249923266,103.3922346,332.9494,322.02553826997,0.533107056640105,101.8622719,101.991601,69.8467,0.111836118800708,624.5451,612.349540429314,101.6197341,1.6319166667,157.3144,154.806939216347,0.251886372977708,0.685881128339716,0.312248935950965,60.0196,0.0961013063748318,0.417405404349502,260.6885,255.598007526129,345.2542,338.512383975618,0.552809076558282,0.946035538360284
"52",-0.00420944904673437,102.957925,336.2323,326.572529506592,0.528884430033912,102.0979295,101.97074,71.68318,0.11275572810024,635.7387,623.452080469358,101.9133231,1.4713333333,162.2332,159.187430127082,0.255188491749834,0.231082047622877,-0.0204557370448555,46.686,0.0734358314194181,0.407727734680931,259.2083,254.198704451885,358.3173,351.39227193997,0.563623545333956,1.24025128567712
"53",-0.00873440399156866,102.0625648,340.6427,333.758710323925,0.529239538031488,101.3908482,102.0357173,72.82803,0.113149270343804,643.6456,630.804209576522,101.3861191,0.6454166667,169.0786,166.767010613389,0.262688970452062,-0.694961318085863,0.06370122108601,58.5775,0.0910089341090812,0.402830222097378,259.2799,254.106999843671,367.5107,360.178484284542,0.57098300679753,1.34037798478586
"54",-0.00420605858007939,101.6341852,346.8772,341.299730319479,0.529897647720015,101.1705024,101.9471067,74.70807,0.114125778686815,654.6117,642.109149724403,101.8128479,0.9493333333,171.689,168.631959071248,0.262276094362505,-0.217559654158528,-0.0868804577131677,68.3593,0.104427250536463,0.399340708392471,261.4131,256.420322716231,376.0943,368.911205206376,0.574530366628033,1.16689298745853
"55",-0.00239581350392903,101.3909801,349.4766,344.682140024012,0.525040473640753,101.1571454,101.2812655,76.42388,0.114816357240124,665.6184,657.197949407534,101.7764897,0.69275,175.8443,172.774970445851,0.264181849540217,-0.0132033364343975,-0.655266363891904,69.6311,0.104611140557412,0.400149394908554,266.3468,262.977361790567,382.0184,377.185650390595,0.573930047606857,0.705953336434398
"56",-0.0138139475634649,100,353.1626,353.1626,0.528681461734498,100,100,77.07168,0.115375661071511,668.0064,668.0064,100,-0.0686666667,176.4285,176.4285,0.264111990543803,-1.15050167520154,-1.2731267392903,70.2705,0.105194351431364,0.392075285506247,261.9088,261.9088,389.1544,389.1544,0.582560885644209,1.08183500850154
"57",-0.00186126207409387,99.8140469,358.2671,358.934549922552,0.52853580956093,99.5653813,99.4167084,78.05398,0.115149628611593,677.8483,681.825329875838,99.196394,-0.362,179.6286,181.083800284111,0.264998230430024,-0.435565912576941,-0.584999389620222,68.2561,0.100695244053869,0.394480298910538,267.3978,268.966659934197,393.9145,396.225650938972,0.581124862303262,0.0735659125769407
"58",0.00813043865634366,100.6288869,365.3565,363.073180331482,0.533711143751776,100.0968492,99.0509859,78.78851,0.115093903588956,684.5585,691.117300630523,99.1252445,-0.0720833333,185.85,187.490079784873,0.271488850112883,0.532368243997983,-0.368546543805692,62.1249,0.0907517765099696,0.39155660180978,268.0434,270.611541686835,399.3557,403.181953588208,0.583377023293115,-0.604451577297983
"59",0.0122384773035638,101.8679982,372.3055,365.478370615513,0.52472750653398,101.0340915,99.8080213,79.92704,0.112649199122338,709.5216,710.886350373925,99.8856948,0.0331666667,188.7519,188.967900136186,0.266026996218297,0.931979018924167,0.761382718128356,74.6975,0.105278683552411,0.401336196107349,284.7567,285.304423723707,408.1816,408.966729009786,0.575291294866851,-0.898812352224167
"60",-0.00305520924228375,101.5572451,375.674,369.91353953141,0.524041309086364,101.4007303,99.7043259,81.40087,0.113549030477406,716.8786,719.00451011424,100.0963102,-0.489,190.8489,190.665269897231,0.266222063261478,0.362229380922852,-0.103948864110404,70.2769,0.0980318006423961,0.390928812772483,280.2485,281.079579517021,420.1989,421.445003721749,0.586150709478564,-0.851229380922852
"61",0.00375769932592451,101.9395846,361.4737,354.596010390256,0.518896528954093,100.6646878,99.2443428,84.4753,0.121264534466424,696.62,701.924140304751,101.8334299,-0.5238333333,188.045,184.659399358992,0.269939134678878,-0.728522240312035,-0.462414674746725,44.6194,0.0640512761620396,0.38282105021389,266.6808,268.711336561947,415.0103,418.17023347753,0.595748471189458,0.204688907012035
"62",0.00407336801211677,102.3556689,368.9341,360.443250447069,0.496325993481766,101.2503692,101.6092915,88.78204,0.119438225434672,743.3302,731.557310386324,101.7604025,-0.23225,195.7677,192.381019719335,0.263365728985584,0.580128150210157,2.3550064288032,91.5705,0.123189532727178,0.400155139667405,297.4474,292.736417712351,433.6067,426.739221973613,0.583329857982361,-0.812378150210157
"63",0.0257369656636754,105.0241857,393.7605,374.923640088742,0.503877804157166,104.1208455,104.6661455,88.8767,0.113731561283407,781.4603,746.621838672754,107.4565965,0.8288333333,205.1369,190.902100644887,0.262504569969837,2.79558481315965,2.96407351938068,107.0732,0.137016813266138,0.393183377325758,307.2572,293.559296114521,457.0361,436.6608685327,0.584848776067063,-1.96675147985965
