country;category;year;value
Danemark;agdpro;1955;16985.2326
Danemark;agdpro;1956;17075.1855
Danemark;agdpro;1957;18248.2348
Danemark;agdpro;1958;18531.5321
Danemark;agdpro;1959;19766.8744
Danemark;agdpro;1960;20169.4564
Danemark;agdpro;1961;21283.8316
Danemark;agdpro;1962;22258.1612
Danemark;agdpro;1963;22161.5526
Danemark;agdpro;1964;23946.8025
Danemark;agdpro;1965;24710.6247
Danemark;agdpro;1966;25205.1172
Danemark;agdpro;1967;26545.9778
Danemark;agdpro;1968;27751.4275
Danemark;agdpro;1969;29598.907
Danemark;agdpro;1970;29986.5056
Danemark;agdpro;1971;30572.5276
Danemark;agdpro;1972;31784.485
Danemark;agdpro;1973;33006.918
Danemark;agdpro;1974;31519.3244
Danemark;agdpro;1975;31151.2379
Danemark;agdpro;1976;32937.8952
Danemark;agdpro;1977;33481.0306
Danemark;agdpro;1978;34454.7677
Danemark;agdpro;1979;35279.7295
Danemark;agdpro;1980;34646.7999
Danemark;agdpro;1981;33977.6393
Danemark;agdpro;1982;34826.5576
Danemark;agdpro;1983;35699.0302
Danemark;agdpro;1984;36995.3746
Danemark;agdpro;1985;38322.31
Danemark;agdpro;1986;40338.1086
Danemark;agdpro;1987;40066.5039
Danemark;agdpro;1988;39686.799
Danemark;agdpro;1989;39959.0916
Danemark;agdpro;1990;40571.7895
Danemark;agdpro;1991;40930.6912
Danemark;agdpro;1992;41878.1757
Danemark;agdpro;1993;41617.9989
Danemark;agdpro;1994;43338.4374
Danemark;agdpro;1995;44396.3605
Danemark;agdpro;1996;45626.0418
Danemark;agdpro;1997;46965.5057
Danemark;agdpro;1998;47700.4617
Danemark;agdpro;1999;48851.6074
Danemark;agdpro;2000;50657.5335
Danemark;agdpro;2001;50934.0798
Danemark;agdpro;2002;51364.11
Danemark;agdpro;2003;51705.4466
Danemark;agdpro;2004;53200.1615
Danemark;agdpro;2005;54840.5196
Danemark;agdpro;2006;56712.0295
Danemark;agdpro;2007;56930.4095
Danemark;agdpro;2008;57033.4094
Danemark;agdpro;2009;53694.7704
Danemark;agdpro;2010;54826.552
Danemark;agdpro;2011;54525.0229
Danemark;agdpro;2012;54300.7596
Danemark;agdpro;2013;54522.6421
Danemark;agdpro;2014;55198.4372
Danemark;agdpro;2015;56004.6593
Danemark;agdpro;2016;57342.0915
Danemark;agdpro;2017;58488.4333
Danemark;agdpro;2018;59204.0358
Danemark;agdpro;2019;59655.229
Danemark;agdpro;2020;58041.9489
Danemark;agdpro;2021;60459.4935
Danemark;agdpro;2022;64670.7109
France;anninc;1950;10021.2065
France;anninc;1951;10426.8569
France;anninc;1952;10618.8725
France;anninc;1953;10967.0509
France;anninc;1954;11560.5172
France;anninc;1955;12128.9749
France;anninc;1956;12591.2083
France;anninc;1957;13207.9411
France;anninc;1958;13415.3246
France;anninc;1959;13603.3192
France;anninc;1960;14679.1218
France;anninc;1961;15315.1864
France;anninc;1962;16321.658
France;anninc;1963;16991.6632
France;anninc;1964;17971.6316
France;anninc;1965;18677.9791
France;anninc;1966;19512.979
France;anninc;1967;20202.8607
France;anninc;1968;20824.4794
France;anninc;1969;22016.0469
France;anninc;1970;22963.6042
France;anninc;1971;23956.7549
France;anninc;1972;24694.4634
France;anninc;1973;26066.3046
France;anninc;1974;26825.812
France;anninc;1975;25972.3209
France;anninc;1976;26807.7345
France;anninc;1977;27416.5789
France;anninc;1978;28027.9973
France;anninc;1979;28844.9197
France;anninc;1980;28973.5272
France;anninc;1981;28896.1983
France;anninc;1982;29102.6046
France;anninc;1983;28956.1816
France;anninc;1984;29063.2616
France;anninc;1985;29428.2212
France;anninc;1986;29959.7985
France;anninc;1987;30483.9086
France;anninc;1988;31597.7017
France;anninc;1989;32639.1828
France;anninc;1990;33143.2573
France;anninc;1991;33027.3154
France;anninc;1992;33279.0606
France;anninc;1993;32797.7006
France;anninc;1994;33281.9809
France;anninc;1995;33735.2765
France;anninc;1996;34090.208
France;anninc;1997;34875.3276
France;anninc;1998;35949.1749
France;anninc;1999;37202.637
France;anninc;2000;38167.012
France;anninc;2001;38423.0253
France;anninc;2002;38050.2053
France;anninc;2003;38120.3028
France;anninc;2004;38885.003
France;anninc;2005;39360.0509
France;anninc;2006;40113.0663
France;anninc;2007;40622.5058
France;anninc;2008;39954.7208
France;anninc;2009;38327.3642
France;anninc;2010;38943.7078
France;anninc;2011;39057.2048
France;anninc;2012;38474.0587
France;anninc;2013;38577.1102
France;anninc;2014;38718.0352
France;anninc;2015;39007.7176
France;anninc;2016;39198.6615
France;anninc;2017;39992.2649
France;anninc;2018;40427.6046
France;anninc;2019;40346.7958
France;anninc;2020;36668.6785
France;anninc;2021;39537.5503
France;anninc;2022;40593.438
France;agdpro;1950;10776.3676
France;agdpro;1951;11298.8157
France;agdpro;1952;11563.1548
France;agdpro;1953;11889.0259
France;agdpro;1954;12499.2676
France;agdpro;1955;13084.4938
France;agdpro;1956;13645.9507
France;agdpro;1957;14294.3385
France;agdpro;1958;14572.2874
France;agdpro;1959;14848.5111
France;agdpro;1960;15977.463
France;agdpro;1961;16675.594
France;agdpro;1962;17739.2758
France;agdpro;1963;18455.7132
France;agdpro;1964;19521.5994
France;agdpro;1965;20320.463
France;agdpro;1966;21272.3901
France;agdpro;1967;22053.0433
France;agdpro;1968;22760.9504
France;agdpro;1969;24063.3808
France;agdpro;1970;25116.0405
France;agdpro;1971;26188.2524
France;agdpro;1972;27053.4404
France;agdpro;1973;28514.9725
France;agdpro;1974;29529.6778
France;agdpro;1975;28910.1392
France;agdpro;1976;29930.0201
France;agdpro;1977;30704.7309
France;agdpro;1978;31585.4456
France;agdpro;1979;32382.7757
France;agdpro;1980;32593.5376
France;agdpro;1981;32601.6844
France;agdpro;1982;33056.9456
France;agdpro;1983;33150.7773
France;agdpro;1984;33325.6934
France;agdpro;1985;33524.1873
France;agdpro;1986;33961.3339
France;agdpro;1987;34447.9362
France;agdpro;1988;35721.3257
France;agdpro;1989;36863.8875
France;agdpro;1990;37457.6439
France;agdpro;1991;37481.03
France;agdpro;1992;37648.5661
France;agdpro;1993;37019.3472
France;agdpro;1994;37519.3677
France;agdpro;1995;38009.8997
France;agdpro;1996;38203.6013
France;agdpro;1997;38846.6218
France;agdpro;1998;39935.2232
France;agdpro;1999;41028.7126
France;agdpro;2000;42199.3568
France;agdpro;2001;42575.4505
France;agdpro;2002;42562.7032
France;agdpro;2003;42547.1764
France;agdpro;2004;43285.7538
France;agdpro;2005;43748.2991
France;agdpro;2006;44505.1828
France;agdpro;2007;45171.5894
France;agdpro;2008;44809.2973
France;agdpro;2009;43294.7632
France;agdpro;2010;43706.8943
France;agdpro;2011;43867.338
France;agdpro;2012;43460.4782
France;agdpro;2013;43501.308
France;agdpro;2014;43725.6798
France;agdpro;2015;44032.5738
France;agdpro;2016;44346.8478
France;agdpro;2017;45200.3427
France;agdpro;2018;45877.963
France;agdpro;2019;46543.6986
France;agdpro;2020;42763.4015
France;agdpro;2021;45517.3962
France;agdpro;2022;46515.9996
Italie;anninc;1950;8149.7462
Italie;anninc;1951;8638.9939
Italie;anninc;1952;9180.2567
Italie;anninc;1953;9699.9252
Italie;anninc;1954;10038.1622
Italie;anninc;1955;10504.8484
Italie;anninc;1956;10864.2129
Italie;anninc;1957;11418.1733
Italie;anninc;1958;11915.0979
Italie;anninc;1959;12539.3333
Italie;anninc;1960;13128.6612
Italie;anninc;1961;14069.829
Italie;anninc;1962;14805.9807
Italie;anninc;1963;15443.3411
Italie;anninc;1964;15667.196
Italie;anninc;1965;16126.3088
Italie;anninc;1966;17115.1347
Italie;anninc;1967;18205.0
Italie;anninc;1968;19284.3277
Italie;anninc;1969;20296.5591
Italie;anninc;1970;21085.3612
Italie;anninc;1971;21346.0709
Italie;anninc;1972;21986.7881
Italie;anninc;1973;23275.6614
Italie;anninc;1974;24017.3069
Italie;anninc;1975;23037.2026
Italie;anninc;1976;24634.7872
Italie;anninc;1977;25092.5823
Italie;anninc;1978;25839.4753
Italie;anninc;1979;27427.3333
Italie;anninc;1980;28234.7501
Italie;anninc;1981;27775.6448
Italie;anninc;1982;27555.1135
Italie;anninc;1983;27735.8163
Italie;anninc;1984;28407.3096
Italie;anninc;1985;28848.1139
Italie;anninc;1986;29446.7683
Italie;anninc;1987;30211.6401
Italie;anninc;1988;31246.2803
Italie;anninc;1989;31968.5365
Italie;anninc;1990;32075.2715
Italie;anninc;1991;32213.8945
Italie;anninc;1992;31829.7685
Italie;anninc;1993;31297.1755
Italie;anninc;1994;31754.8596
Italie;anninc;1995;32592.8413
Italie;anninc;1996;32882.8846
Italie;anninc;1997;33584.7166
Italie;anninc;1998;33833.7301
Italie;anninc;1999;34535.1332
Italie;anninc;2000;35532.3093
Italie;anninc;2001;36120.6246
Italie;anninc;2002;35933.155
Italie;anninc;2003;35531.2359
Italie;anninc;2004;35840.7069
Italie;anninc;2005;35962.1301
Italie;anninc;2006;36601.14
Italie;anninc;2007;36827.8705
Italie;anninc;2008;35484.7772
Italie;anninc;2009;33190.7488
Italie;anninc;2010;33618.2947
Italie;anninc;2011;33403.7087
Italie;anninc;2012;31881.5942
Italie;anninc;2013;31046.7452
Italie;anninc;2014;31048.1835
Italie;anninc;2015;31092.1412
Italie;anninc;2016;31910.9363
Italie;anninc;2017;32562.0566
Italie;anninc;2018;33073.0708
Italie;anninc;2019;32919.6658
Italie;anninc;2020;29582.6683
Italie;anninc;2021;32167.7473
Italie;anninc;2022;33660.4215
Italie;agdpro;1950;9245.3175
Italie;agdpro;1951;9804.1796
Italie;agdpro;1952;10419.8567
Italie;agdpro;1953;11008.1097
Italie;agdpro;1954;11411.3864
Italie;agdpro;1955;11946.2115
Italie;agdpro;1956;12375.3827
Italie;agdpro;1957;13003.1875
Italie;agdpro;1958;13575.7072
Italie;agdpro;1959;14277.9177
Italie;agdpro;1960;14916.8671
Italie;agdpro;1961;15960.8413
Italie;agdpro;1962;16795.0373
Italie;agdpro;1963;17551.2221
Italie;agdpro;1964;17896.482
Italie;agdpro;1965;18387.9311
Italie;agdpro;1966;19417.8108
Italie;agdpro;1967;20589.1815
Italie;agdpro;1968;21766.4523
Italie;agdpro;1969;22907.6674
Italie;agdpro;1970;23923.0156
Italie;agdpro;1971;24177.4809
Italie;agdpro;1972;24896.0804
Italie;agdpro;1973;26501.976
Italie;agdpro;1974;27792.1118
Italie;agdpro;1975;27050.4586
Italie;agdpro;1976;28802.6526
Italie;agdpro;1977;29358.237
Italie;agdpro;1978;30114.6403
Italie;agdpro;1979;31704.4748
Italie;agdpro;1980;32554.8412
Italie;agdpro;1981;32587.7283
Italie;agdpro;1982;32449.1873
Italie;agdpro;1983;32579.8616
Italie;agdpro;1984;33357.0242
Italie;agdpro;1985;33946.916
Italie;agdpro;1986;34594.7154
Italie;agdpro;1987;35348.1687
Italie;agdpro;1988;36476.7097
Italie;agdpro;1989;37370.6707
Italie;agdpro;1990;37807.7085
Italie;agdpro;1991;38056.9294
Italie;agdpro;1992;37804.4307
Italie;agdpro;1993;37208.3111
Italie;agdpro;1994;37742.6991
Italie;agdpro;1995;38566.0785
Italie;agdpro;1996;38851.3549
Italie;agdpro;1997;39363.5633
Italie;agdpro;1998;39833.7068
Italie;agdpro;1999;40351.7059
Italie;agdpro;2000;41707.7252
Italie;agdpro;2001;42332.7986
Italie;agdpro;2002;42288.9855
Italie;agdpro;2003;41942.196
Italie;agdpro;2004;42221.9002
Italie;agdpro;2005;42294.7763
Italie;agdpro;2006;42967.2683
Italie;agdpro;2007;43409.0043
Italie;agdpro;2008;42600.2657
Italie;agdpro;2009;40074.0776
Italie;agdpro;2010;40642.4454
Italie;agdpro;2011;40552.4156
Italie;agdpro;2012;39177.9315
Italie;agdpro;2013;38132.4277
Italie;agdpro;2014;38016.7219
Italie;agdpro;2015;38320.4632
Italie;agdpro;2016;38832.8901
Italie;agdpro;2017;39490.6321
Italie;agdpro;2018;39861.3494
Italie;agdpro;2019;40060.2017
Italie;agdpro;2020;36487.7449
Italie;agdpro;2021;39018.959
Italie;agdpro;2022;40492.8692
Luxembourg;anninc;1950;
Luxembourg;anninc;1951;
Luxembourg;anninc;1952;
Luxembourg;anninc;1953;
Luxembourg;anninc;1954;
Luxembourg;anninc;1955;
Luxembourg;anninc;1956;
Luxembourg;anninc;1957;
Luxembourg;anninc;1958;
Luxembourg;anninc;1959;
Luxembourg;anninc;1960;26068.4935
Luxembourg;anninc;1961;27054.3967
Luxembourg;anninc;1962;27348.3126
Luxembourg;anninc;1963;28148.4705
Luxembourg;anninc;1964;29865.9512
Luxembourg;anninc;1965;29168.3427
Luxembourg;anninc;1966;29380.6688
Luxembourg;anninc;1967;28897.4743
Luxembourg;anninc;1968;29752.1592
Luxembourg;anninc;1969;32608.6845
Luxembourg;anninc;1970;34011.9322
Luxembourg;anninc;1971;34180.1709
Luxembourg;anninc;1972;35981.5702
Luxembourg;anninc;1973;39605.73
Luxembourg;anninc;1974;42952.1151
Luxembourg;anninc;1975;35069.387
Luxembourg;anninc;1976;34720.7835
Luxembourg;anninc;1977;34546.2006
Luxembourg;anninc;1978;36589.7192
Luxembourg;anninc;1979;40333.3726
Luxembourg;anninc;1980;44641.5694
Luxembourg;anninc;1981;49880.3393
Luxembourg;anninc;1982;41772.5166
Luxembourg;anninc;1983;34807.834
Luxembourg;anninc;1984;38399.8717
Luxembourg;anninc;1985;37469.1381
Luxembourg;anninc;1986;43015.7166
Luxembourg;anninc;1987;42748.6225
Luxembourg;anninc;1988;48201.8065
Luxembourg;anninc;1989;53721.5632
Luxembourg;anninc;1990;54060.1286
Luxembourg;anninc;1991;57286.3776
Luxembourg;anninc;1992;57554.596
Luxembourg;anninc;1993;62673.3904
Luxembourg;anninc;1994;69152.7102
Luxembourg;anninc;1995;68814.0645
Luxembourg;anninc;1996;68098.7085
Luxembourg;anninc;1997;73069.4207
Luxembourg;anninc;1998;78743.9249
Luxembourg;anninc;1999;78382.0711
Luxembourg;anninc;2000;84307.4478
Luxembourg;anninc;2001;86372.8093
Luxembourg;anninc;2002;95835.9377
Luxembourg;anninc;2003;98868.8928
Luxembourg;anninc;2004;103808.527
Luxembourg;anninc;2005;102613.4296
Luxembourg;anninc;2006;140757.9318
Luxembourg;anninc;2007;151271.5285
Luxembourg;anninc;2008;119769.0439
Luxembourg;anninc;2009;125317.5497
Luxembourg;anninc;2010;150040.1333
Luxembourg;anninc;2011;135738.2337
Luxembourg;anninc;2012;136292.8995
Luxembourg;anninc;2013;115793.7911
Luxembourg;anninc;2014;114542.7212
Luxembourg;anninc;2015;109474.278
Luxembourg;anninc;2016;106090.7117
Luxembourg;anninc;2017;106866.0554
Luxembourg;anninc;2018;100775.09
Luxembourg;anninc;2019;64394.0833
Luxembourg;anninc;2020;58235.9027
Luxembourg;anninc;2021;60329.3709
Luxembourg;anninc;2022;62218.5435
Luxembourg;agdpro;1950;
Luxembourg;agdpro;1951;
Luxembourg;agdpro;1952;
Luxembourg;agdpro;1953;
Luxembourg;agdpro;1954;
Luxembourg;agdpro;1955;
Luxembourg;agdpro;1956;
Luxembourg;agdpro;1957;
Luxembourg;agdpro;1958;
Luxembourg;agdpro;1959;
Luxembourg;agdpro;1960;30621.4597
Luxembourg;agdpro;1961;31646.7925
Luxembourg;agdpro;1962;31871.8871
Luxembourg;agdpro;1963;32749.6999
Luxembourg;agdpro;1964;35092.4345
Luxembourg;agdpro;1965;34628.1919
Luxembourg;agdpro;1966;34781.4136
Luxembourg;agdpro;1967;34658.3062
Luxembourg;agdpro;1968;35975.2262
Luxembourg;agdpro;1969;39441.0247
Luxembourg;agdpro;1970;43682.5684
Luxembourg;agdpro;1971;44464.5775
Luxembourg;agdpro;1972;46683.4819
Luxembourg;agdpro;1973;49884.6758
Luxembourg;agdpro;1974;51464.6745
Luxembourg;agdpro;1975;47604.0972
Luxembourg;agdpro;1976;48324.673
Luxembourg;agdpro;1977;48538.4446
Luxembourg;agdpro;1978;49902.2626
Luxembourg;agdpro;1979;50540.5258
Luxembourg;agdpro;1980;50544.7017
Luxembourg;agdpro;1981;49913.9871
Luxembourg;agdpro;1982;50157.9533
Luxembourg;agdpro;1983;51285.9961
Luxembourg;agdpro;1984;54045.8344
Luxembourg;agdpro;1985;55097.7481
Luxembourg;agdpro;1986;59978.7597
Luxembourg;agdpro;1987;61678.5734
Luxembourg;agdpro;1988;66201.7464
Luxembourg;agdpro;1989;71920.0971
Luxembourg;agdpro;1990;74861.1834
Luxembourg;agdpro;1991;80269.9588
Luxembourg;agdpro;1992;80742.5531
Luxembourg;agdpro;1993;83234.8957
Luxembourg;agdpro;1994;85523.2639
Luxembourg;agdpro;1995;85778.6334
Luxembourg;agdpro;1996;85980.5199
Luxembourg;agdpro;1997;89682.4148
Luxembourg;agdpro;1998;94663.0848
Luxembourg;agdpro;1999;101158.8671
Luxembourg;agdpro;2000;106751.5407
Luxembourg;agdpro;2001;108658.9425
Luxembourg;agdpro;2002;110895.1125
Luxembourg;agdpro;2003;112355.6978
Luxembourg;agdpro;2004;115383.9953
Luxembourg;agdpro;2005;116347.0115
Luxembourg;agdpro;2006;121243.4417
Luxembourg;agdpro;2007;128836.1086
Luxembourg;agdpro;2008;125861.0532
Luxembourg;agdpro;2009;119217.4296
Luxembourg;agdpro;2010;121191.9662
Luxembourg;agdpro;2011;119426.6238
Luxembourg;agdpro;2012;118153.2292
Luxembourg;agdpro;2013;118774.789
Luxembourg;agdpro;2014;118628.3129
Luxembourg;agdpro;2015;118083.6048
Luxembourg;agdpro;2016;120546.9574
Luxembourg;agdpro;2017;119032.4071
Luxembourg;agdpro;2018;117879.2289
Luxembourg;agdpro;2019;118022.011
Luxembourg;agdpro;2020;114934.4485
Luxembourg;agdpro;2021;118938.4504
Luxembourg;agdpro;2022;122682.425
Norvège;anninc;1950;9449.1304
Norvège;anninc;1951;9894.763
Norvège;anninc;1952;10147.7522
Norvège;anninc;1953;10472.1686
Norvège;anninc;1954;10951.1485
Norvège;anninc;1955;11092.6
Norvège;anninc;1956;11657.7169
Norvège;anninc;1957;11946.6881
Norvège;anninc;1958;11811.4694
Norvège;anninc;1959;12250.0032
Norvège;anninc;1960;12779.0101
Norvège;anninc;1961;13586.0351
Norvège;anninc;1962;13780.9288
Norvège;anninc;1963;14290.0299
Norvège;anninc;1964;14805.1441
Norvège;anninc;1965;15459.9657
Norvège;anninc;1966;15922.6257
Norvège;anninc;1967;16326.7877
Norvège;anninc;1968;16759.5156
Norvège;anninc;1969;17577.4937
Norvège;anninc;1970;17944.9968
Norvège;anninc;1971;19000.3761
Norvège;anninc;1972;19495.6027
Norvège;anninc;1973;20524.947
Norvège;anninc;1974;21311.1695
Norvège;anninc;1975;21632.7866
Norvège;anninc;1976;22175.5398
Norvège;anninc;1977;22340.7821
Norvège;anninc;1978;22383.259
Norvège;anninc;1979;23326.2345
Norvège;anninc;1980;25112.473
Norvège;anninc;1981;25207.0749
Norvège;anninc;1982;24633.8163
Norvège;anninc;1983;25096.3726
Norvège;anninc;1984;26553.0597
Norvège;anninc;1985;27938.5209
Norvège;anninc;1986;26372.5099
Norvège;anninc;1987;26017.5516
Norvège;anninc;1988;24651.3437
Norvège;anninc;1989;24887.0556
Norvège;anninc;1990;25233.3782
Norvège;anninc;1991;25528.3687
Norvège;anninc;1992;25781.3824
Norvège;anninc;1993;26266.6805
Norvège;anninc;1994;27311.8567
Norvège;anninc;1995;28672.7954
Norvège;anninc;1996;31078.3432
Norvège;anninc;1997;32915.1148
Norvège;anninc;1998;32513.685
Norvège;anninc;1999;34674.2876
Norvège;anninc;2000;40454.229
Norvège;anninc;2001;41045.5273
Norvège;anninc;2002;40444.3188
Norvège;anninc;2003;41013.723
Norvège;anninc;2004;44749.2955
Norvège;anninc;2005;49819.6923
Norvège;anninc;2006;52881.1655
Norvège;anninc;2007;54641.7471
Norvège;anninc;2008;57999.4671
Norvège;anninc;2009;52049.1911
Norvège;anninc;2010;54317.9284
Norvège;anninc;2011;56803.1547
Norvège;anninc;2012;57396.1911
Norvège;anninc;2013;57101.9263
Norvège;anninc;2014;58619.6911
Norvège;anninc;2015;59141.5017
Norvège;anninc;2016;58880.017
Norvège;anninc;2017;59920.2046
Norvège;anninc;2018;60217.0186
Norvège;anninc;2019;56174.484
Norvège;anninc;2020;55253.2074
Norvège;anninc;2021;56840.9967
Norvège;anninc;2022;68664.9621
Norvège;agdpro;1950;11039.4322
Norvège;agdpro;1951;11554.5892
Norvège;agdpro;1952;11876.438
Norvège;agdpro;1953;12271.5374
Norvège;agdpro;1954;12821.9139
Norvège;agdpro;1955;13031.1944
Norvège;agdpro;1956;13664.4695
Norvège;agdpro;1957;14020.1474
Norvège;agdpro;1958;13951.5989
Norvège;agdpro;1959;14468.3232
Norvège;agdpro;1960;15206.2934
Norvège;agdpro;1961;16111.6587
Norvège;agdpro;1962;16388.0605
Norvège;agdpro;1963;17017.7619
Norvège;agdpro;1964;17553.4712
Norvège;agdpro;1965;18380.1459
Norvège;agdpro;1966;18982.7267
Norvège;agdpro;1967;19637.0298
Norvège;agdpro;1968;20036.2641
Norvège;agdpro;1969;20958.8885
Norvège;agdpro;1970;21766.3892
Norvège;agdpro;1971;22839.1312
Norvège;agdpro;1972;23460.6604
Norvège;agdpro;1973;24576.5136
Norvège;agdpro;1974;25760.5251
Norvège;agdpro;1975;26116.1542
Norvège;agdpro;1976;27052.0187
Norvège;agdpro;1977;27696.0274
Norvège;agdpro;1978;28018.913
Norvège;agdpro;1979;29266.3807
Norvège;agdpro;1980;30974.8251
Norvège;agdpro;1981;31012.8988
Norvège;agdpro;1982;30590.752
Norvège;agdpro;1983;31124.4366
Norvège;agdpro;1984;32714.586
Norvège;agdpro;1985;34081.8733
Norvège;agdpro;1986;32598.7853
Norvège;agdpro;1987;32383.0769
Norvège;agdpro;1988;31423.0313
Norvège;agdpro;1989;31802.561
Norvège;agdpro;1990;32111.6637
Norvège;agdpro;1991;32475.3247
Norvège;agdpro;1992;32378.381
Norvège;agdpro;1993;33042.6249
Norvège;agdpro;1994;33939.0862
Norvège;agdpro;1995;35342.8311
Norvège;agdpro;1996;38033.2578
Norvège;agdpro;1997;39941.4139
Norvège;agdpro;1998;39613.4909
Norvège;agdpro;1999;41879.2033
Norvège;agdpro;2000;48108.473
Norvège;agdpro;2001;48239.685
Norvège;agdpro;2002;47251.2808
Norvège;agdpro;2003;47604.0314
Norvège;agdpro;2004;51888.5167
Norvège;agdpro;2005;56641.535
Norvège;agdpro;2006;61106.2347
Norvège;agdpro;2007;63581.7581
Norvège;agdpro;2008;67027.0361
Norvège;agdpro;2009;60224.3004
Norvège;agdpro;2010;61838.5149
Norvège;agdpro;2011;64729.3364
Norvège;agdpro;2012;65395.1599
Norvège;agdpro;2013;65077.141
Norvège;agdpro;2014;65426.1714
Norvège;agdpro;2015;65858.198
Norvège;agdpro;2016;65821.6428
Norvège;agdpro;2017;66667.394
Norvège;agdpro;2018;66771.9245
Norvège;agdpro;2019;66579.5616
Norvège;agdpro;2020;65456.4572
Norvège;agdpro;2021;67465.5821
Norvège;agdpro;2022;79422.8574
Pays-Bas;anninc;1950;13014.5292
Pays-Bas;anninc;1951;13004.786
Pays-Bas;anninc;1952;13038.7481
Pays-Bas;anninc;1953;14085.0771
Pays-Bas;anninc;1954;14913.4364
Pays-Bas;anninc;1955;15887.016
Pays-Bas;anninc;1956;16258.0935
Pays-Bas;anninc;1957;16508.9118
Pays-Bas;anninc;1958;16185.5297
Pays-Bas;anninc;1959;16758.9878
Pays-Bas;anninc;1960;18066.9919
Pays-Bas;anninc;1961;18615.7672
Pays-Bas;anninc;1962;19131.6011
Pays-Bas;anninc;1963;19634.6296
Pays-Bas;anninc;1964;21623.9167
Pays-Bas;anninc;1965;22795.5157
Pays-Bas;anninc;1966;22997.9891
Pays-Bas;anninc;1967;23887.4987
Pays-Bas;anninc;1968;25062.7166
Pays-Bas;anninc;1969;29397.6143
Pays-Bas;anninc;1970;30308.7446
Pays-Bas;anninc;1971;31211.8019
Pays-Bas;anninc;1972;31916.0047
Pays-Bas;anninc;1973;33574.6719
Pays-Bas;anninc;1974;35142.9592
Pays-Bas;anninc;1975;33170.4675
Pays-Bas;anninc;1976;34467.3364
Pays-Bas;anninc;1977;34302.444
Pays-Bas;anninc;1978;34847.322
Pays-Bas;anninc;1979;35504.015
Pays-Bas;anninc;1980;34949.9506
Pays-Bas;anninc;1981;33618.934
Pays-Bas;anninc;1982;32204.5896
Pays-Bas;anninc;1983;32160.0492
Pays-Bas;anninc;1984;32497.443
Pays-Bas;anninc;1985;32006.0135
Pays-Bas;anninc;1986;32468.7701
Pays-Bas;anninc;1987;32537.3438
Pays-Bas;anninc;1988;33090.1091
Pays-Bas;anninc;1989;34431.5185
Pays-Bas;anninc;1990;34521.1561
Pays-Bas;anninc;1991;34724.1863
Pays-Bas;anninc;1992;34275.3486
Pays-Bas;anninc;1993;34246.3973
Pays-Bas;anninc;1994;35169.405
Pays-Bas;anninc;1995;36652.0447
Pays-Bas;anninc;1996;37701.5287
