"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_F",63.612,11.538,0.121,0,0.104,0.385,26.537,0.683,94.444,8.652,38.409,26.316,46.599,56.713,41.983,23.081,48.145,13.696,10.776,87.462,122.498,74.802,103.214,5.196,0.471,15.584,78.049,1004.315,106.817,4760.106,854.392,240.34,92.522,29.051,224.632,47.033,141.897,29.379,103.016,75.616,291.988,8527.085,530.328,173.72,1008.916,91.891,91.68,137.22,147.588,0,1755.989,0.246,2.49,44928.351,-2.72,15.296,4.042,381.832,-387.997,66406.131
"TTL_G",1623.015,92.152,2.007,0,0.469,2.503,167.351,4.032,7005.52,661.44,1111.558,995.675,553.004,4165.692,14295.842,1067.052,815.712,341.957,221.074,2149.941,7283.549,2609.326,3931.112,292.694,11.522,537.519,1837.048,1937.08,304.128,6080.728,19560.372,2228.503,1825.648,656.466,734.785,322.238,2435.957,569.552,637.083,957.26,983.804,1228.245,3011.11,1850.353,2217.946,277.794,4621.733,737.574,883.378,0,35653.077,18.843,363.962,19751.785,-14.295,521.537,783.625,44875.96,-23475.815,184319.186
"TTL_H49",115.812,37.018,0.202,0,0.315,0.867,99.704,1.317,714.033,43.742,209.149,142.151,184.143,376.79,375.608,95.14,224.775,79.509,46.748,307.009,584.655,308.01,460.743,29.407,1.302,58.151,222.958,532.633,78.966,931.117,4773.327,1682.594,330.609,64.579,687.721,352.802,177.368,84.575,61.912,130.771,243.921,145.992,460.572,531.554,360.762,67.469,166.219,113.822,174.846,0,5422.373,0.477,15.277,1138.449,0,732.465,1006.378,3167.05,-3500.083,24855.773
"TTL_H50",49.878,10.405,0.197,0,0.133,0.202,22.157,0.399,245.818,19.465,88.293,44.392,104.585,156.269,229.538,36.953,65.524,30.516,22.905,129.163,299.38,150.349,194.934,13.331,0.642,28.883,100.538,155.257,14.63,391.251,1134.2,184.511,4831.888,26.72,267.746,60.436,82.85,19.237,23.123,29.771,48.147,68.53,130.906,210.712,91.57,11.491,83.571,33.853,32.078,0,3359.231,0.144,4.997,1224.071,0,162.777,213.544,6415.607,-4510.073,16847.621
"TTL_H51",27.914,3.832,0.055,0,0.061,0.097,7.836,0.219,142.358,15.993,34.49,30.874,39.924,79.555,135.389,24.6,27.922,13.862,12.456,72.335,227.366,101.07,137.708,9.228,0.384,19.625,63.224,124.775,12.146,216.634,900.482,80.216,98.523,437.459,178.987,193.02,63.308,28.621,32.026,109.888,230.148,47.828,353.079,1269.904,234.029,23.771,58.614,59.353,84.95,0,2870.414,0.069,2.611,566.309,0,518.058,781.173,1819.449,-5392.902,7231.317
"TTL_H52",39.571,6.828,0.161,0,0.049,0.275,18.657,0.442,230.174,14.992,57.415,39.52,53.491,124.09,209.071,32.216,50.411,21.577,13.275,93.607,226.358,103.287,143.638,10.018,0.436,19.788,73.312,131.965,17.033,281.319,2089.361,651.971,1760.017,537.488,619.489,71.237,66.089,25.253,30.109,41.085,55.89,51.229,141.317,159.649,89.92,9.09,69.948,29.04,35.367,0,973.354,0.216,4.44,490.876,0.02,32.018,17.434,3580.692,-1795.989,11849.589
"TTL_H53",6.426,1.608,0.024,0,0.018,0.06,3.159,0.118,37.664,4.604,6.552,18.879,9.031,27.531,21.172,6.488,8.058,2.887,2.093,23.534,77.275,30.445,41.655,2.008,0.097,4.597,20.953,131.5,15.233,51.968,1147.365,81.841,89.499,32.242,90.261,1084.603,53.825,69.674,180.148,233.408,694.021,39.138,360.961,242.673,333.841,23.94,34.99,68.412,138.577,0,380.374,0.019,0.171,386.01,13.22,15.949,19.685,1907.708,-45.345,8232.848
"TTL_I",5.998,1.231,0.017,0,0.018,0.054,2.477,0.105,34.791,3.338,5.912,8.109,6.583,22.924,50.73,5.954,6.304,2.303,1.86,18.575,52.647,20.208,35.464,1.719,0.094,4.447,16.019,62.478,7.869,57.973,455.835,61.61,57.131,75.173,41.01,12.808,66.266,20.801,24.499,77.265,200.674,34.863,223.44,408.667,167.862,25.419,67.508,64.068,94.002,0,17110.972,45.033,36.02,80.052,0,3578.051,5536.99,128.558,-3624.414,25506.367
"TTL_J58T60",5.685,1.324,0.018,0,0.014,0.048,3.184,0.114,68.752,5.533,7.304,64.969,8.623,41.884,44.992,7.717,9.692,3.371,2.73,24.942,100.844,41.019,45.396,2.944,0.145,9.391,24.48,98.349,13.723,59.577,924.961,51.633,43.22,33.783,44.648,40.214,76.657,888.605,176.259,419.213,512.97,46.103,1069.044,293.198,276.458,111.022,41.232,202.885,205.298,0,1824.259,23.518,241.435,536.952,0,58.407,25.764,5353.109,-5792.048,8425.562
"TTL_J61",18.636,5.027,0.098,0,0.063,0.178,10.773,0.308,86.325,10.429,17.237,34.888,20.226,55.193,45.177,16.963,22.545,6.689,5.066,66.914,240.237,70.91,120.789,5.574,0.31,16.728,52.66,272.735,38.037,205.375,2047.203,215.355,173.865,75.788,187.088,145.129,184.748,207.322,2661.657,622.597,1495.345,188.614,1124.439,717.51,712.419,75.582,96.752,213.492,289.036,0,8283.698,0.095,14.405,95.223,5.559,221.87,233.046,853.561,-6348.489,16238.996
"TTL_J62_63",15.299,4.028,0.04,0,0.088,0.141,11.137,0.342,145.243,14.868,19.57,53.299,36.598,93.604,134.928,23.32,30.643,13.732,9.732,83.784,447.669,130.309,170.434,10.254,0.568,29.897,78.878,569.331,57.874,199.87,2429.436,220.365,168.025,113.757,194.093,191.662,131.142,249.071,552.299,4159.658,2755.497,144.055,1586.117,654.345,869.326,78.434,93.348,180.612,227.939,0,476.288,0.112,131.705,13240.929,-0.17,10.871,6.492,9173.319,-12447.872,27976.337
"TTL_K",151.158,22.657,0.431,0,0.286,0.621,42.242,1.396,355.23,37.685,64.626,101.798,136.975,204.682,134.641,60.065,76.996,37.259,30.576,203.477,427.74,202.862,340.347,18.771,1.245,56.239,145.131,1349.925,109.438,696.374,4211.653,661.044,696.12,215.432,330.22,150.118,351.365,118.338,248.877,463.955,10955.818,11029.576,1393.807,1035.41,930.123,87.448,153.697,271.688,356.579,0,23066.624,36.07,2180.003,1265.287,0,205.189,236.68,39579.653,-10303.94,94937.709
"TTL_L",26.744,5.55,0.085,0,0.07,0.194,16.441,0.478,179.282,27.534,30.789,72.39,26.524,68.099,54.517,34.813,33.458,9.539,7.687,140.506,273.218,112.383,187.072,8.783,0.845,21.158,128.189,315.127,57.545,412.752,6290.872,337.635,218.027,76.98,398.397,173.16,975.29,156.027,312.866,712.803,1887.656,2086.501,1730.033,982.323,847.006,155.461,205.955,455.846,463.608,0,46855.896,128.932,180.147,3195.171,0,660.254,913.557,168.965,-1560.528,71260.609
"TTL_M",235.775,21.257,0.408,0,0.811,2.097,123.664,7.025,1130.672,81.757,124.117,283.54,266.094,638.574,1370.352,163.334,196.402,70.42,53.789,495.195,1816.664,760.359,1060.432,60.562,3.838,189.708,444.72,2436.771,340.3,3795.479,12547.848,825.473,941.946,348.655,820.924,330.776,768.635,741.686,1090.485,2556.599,6207.523,2021.595,13188.322,2945.31,2523.147,283.05,566.36,985.332,1270.467,0,1489.82,36.372,6146.087,10002.461,9.74,90.074,113.58,9249.035,-18593.656,75681.763
"TTL_N",49.711,15.919,0.203,0,0.329,0.823,53.084,3.426,431.807,36.332,49.727,121.29,95.615,223.504,216.645,71.632,91.805,30.284,23.63,252.401,636.223,258.051,388.949,25.076,1.625,68.251,210.987,989.011,165.141,849.185,4887.61,889.798,1411.301,802.09,650.425,301.653,583.629,276.811,560.222,1022.644,2321.798,998.547,2377.055,6717.02,1189.903,188.983,293.121,628.738,523.723,0,4189.019,5.716,158.708,154.574,0,169.868,212.091,7113.853,-5630.869,38358.694
"TTL_O",60.137,62.415,0.166,0,0.103,0.36,22.218,0.83,250.26,17.446,174.566,98.269,57.587,128.584,110.882,38.615,50.386,123.228,84.183,142.475,190.356,105.324,164.905,10.647,0.631,26.785,74.43,1169.341,487.848,426.217,1472.556,408.951,254.181,97.115,200.07,77.2,205.361,90.659,177.121,267.109,652.59,762.711,1088.065,407.284,1964.599,104.112,243.311,230.004,258.306,0,7197.595,1360.384,43638.393,1624.234,0.41,35.517,94.106,1335.291,-345.419,67981.008
"TTL_P",2.663,0.338,0.005,0,0.005,0.016,0.861,0.042,14.213,1.125,1.826,4.787,2.47,7.356,11.973,2.102,2.376,9.441,6.334,7.13,17.763,6.613,9.441,0.619,0.033,1.61,4.058,26.132,37.245,14.452,71.187,10.947,17.849,4.42,7.527,3.349,9.164,4.479,7.809,28.675,35.41,26.652,96.386,25.223,56.269,8.396,9.159,8.997,11.929,0,1001.317,35.839,4293.97,380.996,0,789.509,212.6,61.906,-1542.548,5870.441
"TTL_Q",10.123,1.159,0.022,0,0.009,0.034,1.754,0.079,23.456,1.777,9.292,4.376,3.962,11.483,27.368,3.685,4.062,3.021,2.233,50.459,36.7,24.68,53.888,2.607,0.183,6.341,19.399,34.087,6.844,81.858,129.734,22.884,16.194,6.329,13.069,9.324,17.249,8.034,10.608,28.62,81.771,19.31,101.999,37.356,251.538,16.729,666.595,34.215,63.451,0,43029.461,6305.697,4114.909,90.29,0.11,187.869,231.606,160.906,-409.417,55671.379
"TTL_R",1.06,0.314,0.005,0,0.002,0.009,0.633,0.012,9.593,0.794,1.173,4.938,1.49,3.632,5.331,1.051,1.184,0.547,0.503,3.826,9.724,4.3,6.108,0.403,0.036,0.992,3.606,15.926,2.462,10.025,110.296,9.607,16.155,4.332,9.357,5.93,41.4,142.059,16.678,26.442,45.959,8.571,94.944,78.819,75.01,19.093,10.669,780.419,94.614,0,7297.491,201.304,2769.009,134.55,0,430.446,463.988,1263.332,-2265.163,11974.99
"TTL_S",20.231,4.363,0.119,0,0.028,0.111,8.069,0.223,82.305,7.957,10.305,18.751,21.46,30.791,28.161,8.639,15.707,6.878,4.331,35.637,81.793,37.368,56.828,3.201,0.231,8.807,33.926,187.656,29.594,94.535,711.599,136.618,98.733,30.222,94.03,35.279,161.717,47.564,57.871,141.487,472.33,61.167,444.492,241.642,174.787,35.568,94.542,168.328,608.102,0,7340.747,3709.294,1.627,16.297,0,216.952,283.851,0.255,-324.702,15898.401
"TTL_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1899.525,0,0,0,0,0,0,0,0,1899.525
"IMP_OTHER",5.451,0.896,0.032,0,0.009,0.043,2.548,0.064,4.315,11.342,5.074,9.633,25.94,28.269,53.384,11.005,6.817,3.419,3.179,15.064,87.487,34.003,40.349,7.887,0.127,7.475,28.828,69.852,5.066,62.261,141.2,63.858,61.604,30.096,12.637,7.023,12.883,10.052,16.946,22.972,48.293,23.576,57.19,38.246,32.56,4.9,24.536,15.158,14.878,0,737.005,0.959,-2.744,419.22,0,758.749,0,0,0,3081.616
"TXS_INT_FNL",-111.15,4.072,0.212,0,0.059,0.209,15.143,0.551,-882.513,35.838,49.627,61.97,7.275,16.519,156.507,120.014,38.895,11.813,6.904,106.96,335.012,181.525,210.84,28.521,0.786,33.221,142.58,-1394.975,33.262,437.986,1217.005,501.654,155.192,64.72,97.179,54.173,327.489,69.61,86.921,173.924,476.293,932.437,455.353,313.064,259.741,32.268,88.909,99.666,125.664,0,9383.368,224.17,754.566,4098.724,0,0,514.598,1421.385,0,21575.737
"TTL_INT_FNL",6533.219,612.908,9.64,0,4.826,18.552,1234.536,33.114,28635.593,2109.525,5526.776,4957.631,4484.276,18128.864,42856.576,4650.191,4306.103,2204.451,1758.006,11270.733,31919.508,12951.114,18001.649,1231.779,57.107,2694.508,8335.14,37359.47,3324.388,37517.876,83551.79,12920.975,16592.85,5286.924,7210.276,4204.334,13413.033,4916.035,8342.717,13860.849,32897.773,32996.412,36215.551,22091.302,20122.785,2516.953,16249.448,7359.634,8226.333,0,300721.374,12138.488,66997.349,152838.44,96.396,10434.884,12855.604,270372.149,-224510.22,1243648.495
"VALU",3673.962,357.549,27.171,0,3.925,19.626,786.254,21.73,10566.688,1158.928,3489.636,3658.044,243.444,7736.692,21776.075,3092.221,2913.055,885.402,781.096,9695.492,19307.365,5464.423,11546.607,712.613,32.549,1233.469,5271.827,9450.659,2449.735,28888.281,100767.467,11934.809,254.779,1944.397,4639.318,4028.517,12093.343,3509.529,7896.285,14115.496,62039.953,38252.38,39466.238,16267.406,47858.247,3353.491,39421.953,4615.36,7672.074,1899.525,0,0,0,0,0,0,0,0,0,577275.088
"LABR",1005.711,357.549,10.485,0,0.982,6.823,561.865,17.932,5414.67,895.742,2257.979,2581.03,62.453,3628.363,6135.674,2238.328,1627.702,558.016,489.355,6154.02,8615.082,3195.426,7270.541,284.209,18.807,610.245,3936.268,3202.714,1130.968,22541.542,49177.696,8470.027,148.191,1008.101,2967.677,3224.328,9513.035,2929.128,2645.854,10023.809,35013.178,3130.188,29023.204,12422.129,34479.69,3353.491,31386.662,3075.192,5338.968,1899.525,0,0,0,0,0,0,0,0,0,334040.552
"OTXS",-372.762,-231.397,-2.298,0,-0.11,-2.583,-155.594,-6.506,553.021,-159.604,-56.098,-367.879,19.148,173.811,2297.063,-287.753,106.655,42.474,8.264,436.366,1342.859,80.072,-365.962,115.676,2.184,20.718,-600.872,-464.99,10.84,-6063.047,8072.062,-1666.884,-14.006,274.512,-466.668,-16.021,-2485.866,-896.945,-282.386,-895.754,-3916.728,78.628,-7093.326,-2268.022,1590.324,-556.698,-1216.007,-583.9,-705.832,0,0,0,0,0,0,0,0,0,0,-16977.82
"CFC",575.197,37.45,6.673,0,0.908,4.498,137.674,3.81,1877.648,151.563,518.138,865.165,63.936,1779.258,5013.493,564.016,731.538,61.359,107.159,1330.213,4485.354,818.784,1973.657,179.84,3.235,351.167,722.627,3346.135,842.917,3447.144,10561.432,2315.445,38.587,192.238,1221.479,542.713,2020.381,638.014,2480.078,2331.227,6231.81,13608.374,5890.135,2668.07,11698.825,451.454,3495.488,971.786,653.508,0,0,0,0,0,0,0,0,0,0,98011.602
"NOPS",2465.816,193.947,12.311,0,2.146,10.888,242.309,6.493,2721.348,271.227,769.617,579.729,97.908,2155.26,8329.845,577.63,447.16,223.553,176.318,1774.893,4864.07,1370.141,2668.371,132.888,8.323,251.339,1213.803,3366.8,465.011,8962.642,32956.277,2816.219,82.008,469.546,916.831,277.498,3045.792,839.332,3052.74,2656.213,24711.694,21435.189,11646.224,3445.23,89.408,105.244,5755.811,1152.283,2385.43,0,0,0,0,0,0,0,0,0,0,162200.755
"OUTPUT",10207.182,970.456,36.811,0,8.751,38.178,2020.79,54.844,39202.281,3268.452,9016.412,8615.676,4727.72,25865.556,64632.651,7742.412,7219.158,3089.853,2539.102,20966.226,51226.873,18415.536,29548.256,1944.393,89.656,3927.978,13606.967,46810.129,5774.124,66406.157,184319.257,24855.783,16847.629,7231.32,11849.594,8232.851,25506.376,8425.564,16239.003,27976.345,94937.725,71248.792,75681.789,38358.709,67981.033,5870.443,55671.401,11974.994,15898.408,1899.525,0,0,0,0,0,0,0,0,0,1218979.12
